İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Boya-değişen,Tramer,Maksimum Hız,Price
30 Ekim 2023,Ford,Focus,1.5 TDCi Trend X,2018,117.000 km,Düz,Dizel,Sedan,Beyaz,1500 cc,120 hp,3.4 lt,3 değişen. 3 boyalı,Bu araç ağır hasar kayıtlıdır.,199 km/s,805.000 TL
30 Ekim 2023,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2017,98.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,115 hp,4.2 lt,Tamamı orjinal,Tramer tutarı yok,198 km/s,1.239.900 TL
30 Ekim 2023,Audi,A4,A4 Sedan 2.0 TDI,2013,228.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1968 cc,151 - 175 HP,5.8 lt,Belirtilmemiş,Tramer  11.500 TL,210 km/s,1.155.900 TL
30 Ekim 2023,Kia,Rio,1.4 CVVT Cool,2021,58.355 km,Otomatik,Benzin,Hatchback/5. 5 Koltuk,Kırmızı,1368 cc,100 hp,6.1 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,166 km/s,819.000 TL
30 Ekim 2023,Peugeot,208,1.4 HDi Active,2013,104.625 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1398 cc,69 hp,3.4 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,165 km/s,655.000 TL
30 Ekim 2023,Toyota,Yaris,1.5 Fun Special,2018,42.553 km,Otomatik,Benzin,Hatchback/5,Beyaz,1496 cc,111 hp,4.8 lt,Tamamı orjinal,Tramer tutarı yok,175 km/s,765.000 TL
30 Ekim 2023,Opel,Corsa,1.4 Essentia,2017,23.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1398 cc,90 hp,6 lt,2 değişen. 1 boyalı,Tramer tutarı belirtilmemiş,170 km/s,759.000 TL
30 Ekim 2023,Toyota,Corolla,1.4 D-4D Terra,2005,358.000 km,Düz,Dizel,Sedan,Gri,1364 cc,90 hp,4.9 lt,2 boyalı,Tramer tutarı Belirtilmemiş,180 km/s,505.000 TL
30 Ekim 2023,Renault,Fluence,1.5 dCi Icon,2015,180.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,4.4 lt,1 değişen. 3 boyalı,Tramer  8.000 TL,185 km/s,699.000 TL
30 Ekim 2023,Toyota,Corolla,1.6 Terra,2000,267.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,110 hp,7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,195 km/s,495.000 TL
30 Ekim 2023,Hyundai,Accent Blue,1.6 CRDI Biz,2014,236.722 km,Düz,Dizel,Sedan,Beyaz,1582 cc,136 hp,4.4 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,190 km/s,569.000 TL
30 Ekim 2023,Chevrolet,Aveo,1.4 SX,2011,160.000 km,Düz,LPG & Benzin,Sedan. 5 Koltuk,Gri,1399 cc,100 hp,6.1 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,175 km/s,417.000 TL
30 Ekim 2023,Volkswagen,Polo,1.2 TSi Comfortline,2015,62.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,90 hp,4.7 lt,Tamamı orjinal,Tramer tutarı yok,184 km/s,770.000 TL
30 Ekim 2023,Tofaş,Doğan,SLX ie,1998,190.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,96 hp,6.6 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,180 km/s,298.750 TL
30 Ekim 2023,Honda,Civic,1.6 i-VTEC Elegance,2021,50.000 km,Otomatik,Benzin,Sedan,Beyaz,1597 cc,125 hp,6.3 lt,Belirtilmemiş,Tramer tutarı yok,196 km/s,1.295.000 TL
30 Ekim 2023,Renault,Megane,1.5 Blue DCI Touch,2020,117.381 km,Yarı Otomatik,Dizel,Sedan. 5 Koltuk,Gri,1461 cc,115 hp,4.2 lt,2 değişen. 1 boyalı,Tramer tutarı Belirtilmemiş,197 km/s,800.000 TL
30 Ekim 2023,Toyota,Corolla,1.8 Hybrid Dream,2020,48.000 km,Otomatik,Hibrit,Sedan,Beyaz,1798 cc,98 hp,3.5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,180 km/s,1.009.000 TL
30 Ekim 2023,Audi,A3,A3 Sedan 35 TFSI Dynamic,2020,27.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,5.1 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,224 km/s,1.399.000 TL
30 Ekim 2023,Hyundai,i30,1.6 CRDi Style Plus,2008,125.000 km,Düz,Dizel,Hatchback/5,Mavi,1582 cc,115 hp,4.7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,188 km/s,579.000 TL
30 Ekim 2023,Ford,Fiesta,1.4 TDCi Comfort,2006,255.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1399 cc,68 hp,4.2 lt,Belirtilmemiş,Tramer tutarı yok,164 km/s,425.000 TL
30 Ekim 2023,Seat,Leon,1.5 EcoTSI Style,2020,97.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1498 cc,150 hp,5.1 lt,Belirtilmemiş,Tramer tutarı yok,213 km/s,1.020.000 TL
30 Ekim 2023,Opel,Astra,1.3 CDTI Enjoy,2008,312.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1248 cc,90 hp,5.1 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,172 km/s,475.000 TL
30 Ekim 2023,Tofaş,Doğan,SLX,1985,100.000 km,Düz,LPG & Benzin,Sedan,Yeşil,1581 cc,83 hp,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,170 km/s,210.000 TL
30 Ekim 2023,Renault,Fluence,1.5 dCi Extreme,2011,270.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1461 cc,85 hp,4.5 lt,Belirtilmemiş,Tramer  1.000 TL,175 km/s,507.000 TL
30 Ekim 2023,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2018,26.000 km,Otomatik,Benzin,Sedan,Beyaz,1201/1400 cm3,76/100 HP,,Tamamı orjinal,Tramer tutarı yok,,825.000 TL
30 Ekim 2023,Ford,Focus,1.6 TDCi Style,2012,315.000 km,Düz,Dizel,Sedan. 5 Koltuk,Füme,1560 cc,115 hp,4.2 lt,Belirtilmemiş,Tramer  7.000 TL,193 km/s,619.750 TL
30 Ekim 2023,Dodge,Avenger,2.4 SXT,2008,174.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,2360 cc,170 hp,8.9 lt,5 boyalı,Bu araç ağır hasar kayıtlıdır.,200 km/s,785.000 TL
30 Ekim 2023,Tofaş,Doğan,SLX ie,1999,42.000 km,Düz,Benzin,Sedan,Gri,1581 cc,96 hp,6.6 lt,Belirtilmemiş,Tramer tutarı yok,180 km/s,390.000 TL
30 Ekim 2023,BMW,5 Serisi,525d xDrive Comfort,2015,188.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,218 hp,5.1 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,240 km/s,1.850.000 TL
30 Ekim 2023,Fiat,Panda,1.2 Dynamic,2011,120.750 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1242 cc,69 hp,4.9 lt,3 boyalı,Tramer  495 TL,162 km/s,407.000 TL
30 Ekim 2023,Mercedes - Benz,C,C 200 d BlueTEC AMG,2018,43.350 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,4.2 lt,1 değişen,Tramer  37.950 TL,218 km/s,2.000.000 TL
30 Ekim 2023,Peugeot,107,1.0 Trendy,2008,99.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,998 cc,69 hp,4.6 lt,1 boyalı,Tramer  2.360 TL,157 km/s,523.000 TL
30 Ekim 2023,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2012,280.000 km,Otomatik,Dizel,Sedan. 5 Koltuk,Gri (Gümüş),1582 cc,128 hp,5.6 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,190 km/s,494.000 TL
30 Ekim 2023,Audi,A3,A3 Sportback 1.4 TFSI Attraction,2011,139.000 km,Yarı Otomatik,Benzin,Hatchback/3. 5 Koltuk,Beyaz,1390 cc,125 hp,5.6 lt,1 değişen. 3 boyalı,Tramer  5.000 TL,203 km/s,785.000 TL
30 Ekim 2023,Opel,Corsa,1.4 Silverline,2006,260.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Mavi,1364 cc,90 hp,5.7 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,177 km/s,445.000 TL
30 Ekim 2023,Renault,Clio,1.5 dCi Touch,2014,213.000 km,Yarı Otomatik,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1461 cc,90 hp,3.7 lt,1 değişen. 2 boyalı,Tramer  5.600 TL,176 km/s,670.000 TL
30 Ekim 2023,Renault,Clio,1.4 RTA,1998,286.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1390 cc,75 hp,6.8 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,255.000 TL
30 Ekim 2023,Chevrolet,Lacetti,1.4 SE,2010,152.500 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1598 cc,109 hp,7.1 lt,3 değişen. 7 boyalı,Tramer  10.500 TL,187 km/s,335.000 TL
30 Ekim 2023,Audi,A6,A6 Sedan 40 TDI Quattro Sport,2020,61.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1968 cc,204 hp,4.3 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,246 km/s,3.855.000 TL
30 Ekim 2023,Renault,Clio,1.5 dCi Joy,2016,200.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1461 cc,75 hp,3.6 lt,2 değişen,Tramer  50.000 TL,168 km/s,575.000 TL
30 Ekim 2023,Skoda,SuperB,2.0 TDI Elegance,2011,300.000 km,Otomatik,Dizel,Sedan. 5 Koltuk,Siyah,1968 cc,170 hp,6.1 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,220 km/s,795.000 TL
30 Ekim 2023,Mercedes - Benz,E,250 CGI Elite,2012,150.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1796 cc,204 hp,7.6 lt,2 değişen. 2 boyalı,Tramer tutarı yok,241 km/s,1.620.000 TL
30 Ekim 2023,BMW,5 Serisi,525d xDrive xDrive,2012,320.000 km,Otomatik,Dizel,Sedan,Gri (Gümüş),1995 cc,218 hp,5.1 lt,2 değişen. 4 boyalı,Tramer  25.000 TL,240 km/s,1.400.000 TL
30 Ekim 2023,Mercedes - Benz,E,180 Elite,2015,128.000 km,Otomatik,Benzin,Sedan,Beyaz,1595 cc,156 hp,6.6 lt,5 değişen. 1 boyalı,Tramer  130.300 TL,220 km/s,1.700.000 TL
30 Ekim 2023,Opel,Astra,1.3 CDTI Essentia,2007,330.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,90 hp,4.8 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,174 km/s,385.000 TL
30 Ekim 2023,Fiat,Linea,1.3 Multijet Active Plus,2012,240.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1248 cc,90 hp,4.9 lt,Belirtilmemiş,Tramer  4.800 TL,170 km/s,440.000 TL
30 Ekim 2023,Kia,Rio,1.25 CVVT Cool,2021,7.000 km,Düz,Benzin,Hatchback/5,Bordo,1197 cc,84 hp,5.1 lt,Tamamı orjinal,Tramer tutarı yok,173 km/s,725.000 TL
30 Ekim 2023,Fiat,Linea,1.3 Multijet Mood,2015,222.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,4.9 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,470.000 TL
30 Ekim 2023,Peugeot,301,1.6 BlueHDI Active,2018,75.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,102 hp,3.9 lt,Tamamı orjinal,Tramer tutarı belirtilmemiş,183 km/s,655.900 TL
30 Ekim 2023,Honda,Civic,1.6 i-VTEC Executive,2017,60.000 km,Otomatik,Benzin,Sedan,Bordo,1597 cc,125 hp,6.7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,196 km/s,1.100.900 TL
30 Ekim 2023,Hyundai,i20,1.4 MPI Style,2019,89.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,6.4 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,170 km/s,853.900 TL
30 Ekim 2023,Renault,Clio,1.5 dCi Touch,2016,163.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,3.6 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,180 km/s,517.000 TL
30 Ekim 2023,Peugeot,301,1.5 BlueHDI Active,2020,86.000 km,Düz,Dizel,Sedan,Beyaz,1499 cc,102 hp,3.9 lt,Belirtilmemiş,Tramer  1.402 TL,190 km/s,690.000 TL
30 Ekim 2023,Renault,Megane,1.3 TCe Icon,2023,6.100 km,Yarı Otomatik,Benzin,Sedan,Gri (metalik),1332 cc,140 hp,5.3 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,205 km/s,1.300.000 TL
30 Ekim 2023,Renault,Megane,1.3 TCe Icon,2023,6.100 km,Yarı Otomatik,Benzin,Sedan,Mavi (metalik),1332 cc,140 hp,5.3 lt,Tamamı orjinal,Tramer tutarı belirtilmemiş,205 km/s,1.300.000 TL
30 Ekim 2023,Dacia,Jogger,1.0 Eco-G Extreme,2023,6.100 km,Düz,LPG & Benzin,MPV,Yeşil,999 cc,100 hp,6.1 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,172 km/s,1.120.000 TL
30 Ekim 2023,Tofaş,Doğan,SLX,1998,57.000 km,Düz,LPG & Benzin,Sedan,Gri,1601/1800 cm3,151/175 HP,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,,278.000 TL
30 Ekim 2023,Hyundai,i20,1.4 MPI Style,2022,22.000 km,Otomatik,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1368 cc,100 hp,6.1 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,176 km/s,838.000 TL
30 Ekim 2023,Ford,Focus,1.6 Ti-VCT Trend X,2018,166.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1596 cc,125 hp,6.3 lt,1 değişen. 5 boyalı,Tramer  6.000 TL,192 km/s,925.000 TL
30 Ekim 2023,BMW,5 Serisi,520i Luxury Line,2022,44.000 km,Otomatik,Benzin,Sedan. 5 Koltuk,Beyaz,1597 cc,170 hp,6.5 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,226 km/s,3.375.000 TL
30 Ekim 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2015,160.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,125 hp,6.7 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,200 km/s,898.900 TL
30 Ekim 2023,Renault,Clio,1.2 Authentique,2006,93.000 km,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1149 cc,75 hp,5.9 lt,1 değişen. 5 boyalı,Tramer tutarı Belirtilmemiş,167 km/s,469.000 TL
30 Ekim 2023,Audi,A4,A4 Sedan 1.4 TFSI,2016,136.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1395 cc,150 hp,5.2 lt,2 değişen. 1 boyalı,Tramer  18.000 TL,210 km/s,1.375.000 TL
31 Ekim 2023,Fiat,Egea,1.4 Fire Easy Plus,2023,6.200 km,Düz,Benzin,Sedan,Gri,1368 cc,95 hp,6.4 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,186 km/s,754.900 TL
31 Ekim 2023,Volkswagen,Golf,1.4 TSi Highline,2018,113.000 km,Yarı Otomatik,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1395 cc,125 hp,5.3 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,204 km/s,1.299.000 TL
31 Ekim 2023,Peugeot,301,1.6 HDi Active,2015,121.000 km,Düz,Dizel,Sedan. 5 Koltuk,Gri (Gümüş),1560 cc,93 hp,4.3 lt,Tamamı orjinal,Tramer  2.800 TL,180 km/s,613.800 TL
31 Ekim 2023,Renault,Fluence,1.5 dCi Extreme,2012,220.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1461 cc,110 hp,4.4 lt,Tamamı orjinal,Tramer tutarı yok,185 km/s,550.000 TL
31 Ekim 2023,Volkswagen,VW CC,1.4 TSi,2013,220.000 km,Yarı Otomatik,Benzin,Coupe. 4 Koltuk,Beyaz,1390 cc,160 hp,6.1 lt,Tamamı orjinal,Tramer tutarı yok,222 km/s,950.000 TL
31 Ekim 2023,Opel,Astra,1.6 Essentia Konfor,2012,120.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,115 hp,6.5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,191 km/s,475.000 TL
31 Ekim 2023,BMW,3 Serisi,320i First Edition Sport Line,2021,77.000 km,Otomatik,Benzin,Sedan,Mavi,1597 cc,170 hp,6 lt,4 boyalı,Tramer tutarı yok,232 km/s,1.989.750 TL
31 Ekim 2023,Volkswagen,Golf,1.4 TSi Comfortline,2015,65.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1395 cc,150 hp,4.7 lt,3 değişen,Bu araç ağır hasar kayıtlıdır.,216 km/s,759.000 TL
31 Ekim 2023,Renault,Clio,1.5 dCi Joy,2016,131.000 km,Düz,Dizel,Hatchback/5. 5 Koltuk,Beyaz,1461 cc,75 hp,3.6 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,168 km/s,565.000 TL
31 Ekim 2023,Nissan,Micra,1.2 Match,2015,100.000 km,Otomatik,Benzin,Hatchback/5,Yeşil,1198 cc,80 hp,5.4 lt,5 boyalı,Tramer  1.705 TL,161 km/s,659.000 TL
31 Ekim 2023,Renault,Megane,1.5 dCi Touch,2019,170.000 km,Yarı Otomatik,Dizel,Sedan. 5 Koltuk,Beyaz,1461 cc,115 hp,4.2 lt,3 boyalı,Tramer tutarı yok,197 km/s,849.000 TL
31 Ekim 2023,Peugeot,307,1.4 HDi XR,2005,310.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398 cc,69 hp,4.5 lt,6 boyalı,Tramer  3.327 TL,160 km/s,369.000 TL
31 Ekim 2023,Toyota,Corolla,1.6 Dream,2020,42.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,5.5 lt,Belirtilmemiş,Tramer tutarı yok,190 km/s,945.000 TL
31 Ekim 2023,Toyota,Corolla,1.5 Flame X-Pack,2023,6.010 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,6.3 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.315.000 TL
31 Ekim 2023,Ford,Focus,1.6 Ti-VCT Trend X,2014,66.175 km,Yarı Otomatik,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1596 cc,125 hp,6 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,196 km/s,760.000 TL
31 Ekim 2023,Mercedes - Benz,C,C 200 AMG,2022,11.000 km,Otomatik,Benzin,Sedan,Gri,1401/1600 cm3,201/225 HP,,Tamamı orjinal,Tramer tutarı yok,,2.975.000 TL
31 Ekim 2023,Kia,Cerato,1.5 CRDi LX,2006,344.000 km,Düz,Dizel,Hatchback/5,Beyaz,1493 cc,102 hp,4.9 lt,Belirtilmemiş,Tramer tutarı yok,175 km/s,420.000 TL
31 Ekim 2023,Hyundai,Matrix,1.5 CRDi Select,2008,183.000 km,Düz,Dizel,MPV. 5 Koltuk,Siyah,1493 cc,110 hp,5.3 lt,4 boyalı,Tramer tutarı yok,170 km/s,415.000 TL
31 Ekim 2023,Hyundai,Getz,1.3 GLS,2005,125.000 km,Düz,Benzin,Hatchback/5,Gri,1341 cc,82 hp,6.2 lt,1 değişen. 7 boyalı,Tramer  451 TL,166 km/s,415.000 TL
31 Ekim 2023,Tofaş,Doğan,SLX,1994,246.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1401/1600 cm3,51/75 HP,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,,255.000 TL
31 Ekim 2023,Ford,Focus,1.5 TDCi Titanium,2020,51.000 km,Otomatik,Dizel,Sedan. 5 Koltuk,Beyaz,1500 cc,120 hp,4.3 lt,Tamamı orjinal,Tramer tutarı yok,196 km/s,1.249.750 TL
31 Ekim 2023,Mercedes - Benz,E,200 d Exclusive,2020,140.000 km,Otomatik,Dizel,Sedan. 5 Koltuk,Siyah,1597 cc,160 hp,4.3 lt,Belirtilmemiş,Tramer  13.000 TL,226 km/s,2.349.900 TL
31 Ekim 2023,Volvo,V90 Cross Country,2.0 D D5 Pro,2020,122.000 km,Otomatik,Dizel,Station wagon,Mavi (metalik),1969 cc,235 hp,5.3 lt,Tamamı orjinal,Tramer tutarı yok,230 km/s,2.469.900 TL
31 Ekim 2023,Audi,A3,A3 Sedan 1.6 TDI Design Line,2018,98.000 km,Yarı Otomatik,Dizel,Sedan. 5 Koltuk,Kırmızı,1598 cc,110 hp,3.7 lt,7 boyalı,Tramer tutarı yok,203 km/s,1.049.900 TL
31 Ekim 2023,Fiat,Punto,1.2 Popstar,2015,77.187 km,Düz,LPG & Benzin,Hatchback/5,Gri,1242 cc,69 hp,5.4 lt,1 değişen,Tramer tutarı yok,156 km/s,502.000 TL
31 Ekim 2023,Renault,Megane,1.5 dCi Touch,2017,78.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1461 cc,110 hp,3.8 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,955.000 TL
31 Ekim 2023,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017,155.000 km,Otomatik,Dizel,Sedan. 5 Koltuk,Beyaz,1582 cc,128 hp,5.6 lt,2 değişen. 1 boyalı,Tramer tutarı Belirtilmemiş,190 km/s,699.950 TL
31 Ekim 2023,Peugeot,301,1.6 BlueHDI Active,2018,104.000 km,Düz,Dizel,Sedan,Gri,1560 cc,102 hp,3.9 lt,2 değişen. 5 boyalı,Tramer tutarı Belirtilmemiş,183 km/s,585.950 TL
31 Ekim 2023,Mercedes - Benz,A,A 180 d AMG,2018,140.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1461 cc,116 hp,4.5 lt,2 boyalı,Tramer tutarı Belirtilmemiş,202 km/s,1.699.000 TL
31 Ekim 2023,Fiat,Egea,1.3 Multijet Easy,2020,119.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1248 cc,95 hp,4.1 lt,1 değişen. 3 boyalı,Tramer tutarı Belirtilmemiş,183 km/s,624.950 TL
31 Ekim 2023,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2015,182.000 km,Yarı Otomatik,Dizel,Sedan. 5 Koltuk,Mavi,1598 cc,105 hp,3.9 lt,1 boyalı,Tramer tutarı Belirtilmemiş,198 km/s,1.139.950 TL
31 Ekim 2023,Mercedes - Benz,C,C 200 d BlueTEC AMG,2016,148.990 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,4.2 lt,3 boyalı,Tramer tutarı Belirtilmemiş,218 km/s,1.575.000 TL
31 Ekim 2023,Volvo,S60,1.6 D Advance,2015,265.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1560 cc,115 hp,4.1 lt,Tamamı orjinal,Tramer  4.500 TL,190 km/s,879.900 TL
31 Ekim 2023,Renault,Clio,1.2 SportTourer Icon,2013,97.000 km,Yarı Otomatik,Benzin,Station wagon. 5 Koltuk,Kırmızı,1197 cc,120 hp,5.2 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,199 km/s,739.750 TL
31 Ekim 2023,Mitsubishi,Colt,1.3 Elegance,2011,68.500 km,Otomatik,Benzin,Hatchback/5,Füme,1332 cc,95 hp,5.8 lt,Belirtilmemiş,Tramer  4.500 TL,180 km/s,602.500 TL
31 Ekim 2023,Renault,Clio,1.2 Joy,2012,79.000 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Gri (Gümüş),1149 cc,75 hp,5.5 lt,2 boyalı,Tramer  6.075 TL,164 km/s,535.000 TL
31 Ekim 2023,Renault,Clio,1.5 dCi Touch,2018,114.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,3.7 lt,Tamamı orjinal,Tramer tutarı yok,176 km/s,705.000 TL
31 Ekim 2023,Ford,Fiesta,1.25 Trend X,2015,92.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,5.2 lt,Tamamı orjinal,Tramer tutarı yok,168 km/s,605.000 TL
31 Ekim 2023,Audi,A3,A3 Sportback 1.6 TDI Attraction,2013,150.000 km,Otomatik,Dizel,Hatchback/5. 5 Koltuk,Siyah,1598 cc,105 hp,3.9 lt,Tamamı orjinal,Tramer tutarı yok,195 km/s,960.000 TL
31 Ekim 2023,Opel,Corsa,1.2 Comfort,2002,232.000 km,Düz,Benzin,Hatchback/5,Bordo,1199 cc,75 hp,6.3 lt,Tamamı orjinal,Tramer tutarı yok,170 km/s,335.000 TL
31 Ekim 2023,Nissan,Micra,1.2 Visia,2005,144.000 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Mavi (metalik),1240 cc,80 hp,5.9 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,167 km/s,400.000 TL
31 Ekim 2023,Peugeot,308,1.2 PureTech Allure Dynamic,2020,11.200 km,Otomatik,Benzin,Hatchback/5,Gri,1199 cc,132 hp,4.2 lt,3 değişen,Bu araç ağır hasar kayıtlıdır.,204 km/s,935.000 TL
31 Ekim 2023,Peugeot,407,1.6 HDi Executive,2008,277.000 km,Düz,Dizel,Sedan,Mor,1560 cc,112 hp,5.5 lt,3 boyalı,Tramer  6.280 TL,192 km/s,485.000 TL
31 Ekim 2023,Hyundai,Accent,1.5 GLS,1999,217.000 km,Otomatik,LPG & Benzin,Sedan. 5 Koltuk,Kırmızı,1495 cc,92 hp,,3 değişen. 10 boyalı,Tramer  8.120 TL,168 km/s,355.000 TL
31 Ekim 2023,Fiat,Egea,1.6 Multijet Easy,2020,70.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,3.9 lt,Tamamı orjinal,Tramer tutarı yok,200 km/s,768.000 TL
31 Ekim 2023,Skoda,Felicia,1.3 LX,1997,162.000 km,Düz,LPG & Benzin,Hatchback/5. 5 Koltuk,Kırmızı,1289 cc,55 hp,7 lt,1 değişen. 9 boyalı,Tramer tutarı Belirtilmemiş,151 km/s,210.000 TL
31 Ekim 2023,Seat,Leon,1.5 eTSI FR,2021,39.651 km,Otomatik,Hibrit,Hatchback/5,Kırmızı,1498 cc,150 hp,5.5 lt,Tamamı orjinal,Tramer tutarı yok,217 km/s,1.333.000 TL
31 Ekim 2023,BMW,5 Serisi,520d Exclusive,2011,165.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,184 hp,5.2 lt,1 değişen. 3 boyalı,Tramer  50.000 TL,225 km/s,1.360.000 TL
31 Ekim 2023,Volkswagen,Polo,1.4 Comfortline,2013,109.925 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1390 cc,85 hp,5.8 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,177 km/s,750.000 TL
31 Ekim 2023,Renault,Symbol,1.5 dCi Joy,2013,240.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1461 cc,75 hp,3.9 lt,2 değişen,Tramer  5.000 TL,164 km/s,445.000 TL
